Date,Reformate Tank Volume (BBL),LHCN/HHC Tank Volume (BBL),LCN Tank Volume (BBL),CYHEX/SAT C6 Tank Volume (BBL),Alkylate Tank Volume (BBL),CC5/Dimate Tank Volume (BBL),SAT C5 Tank Volume (BBL),NC4 Tank Volume (BBL),Reformate Octane,LHCN/HHC Octane,LCN Octane,CYHEX/SAT C6 Octane,Alkylate Octane,CC5/Dimate Octane,SAT C5 Octane,NC4 Octane,Reformate Sulfur (WPPM),LHCN/HHC Sulfur (WPPM),LCN Sulfur (WPPM),CYHEX/SAT C6 Sulfur (WPPM),Alkylate Sulfur (WPPM),CC5/Dimate Sulfur (WPPM),SAT C5 Sulfur (WPPM),NC4 Sulfur (WPPM),Reformate Aromatics (VOL %),LHCN/HHC Aromatics (VOL %),LCN Aromatics (VOL %),CYHEX/SAT C6 Aromatics (VOL %),Alkylate Aromatics (VOL %),CC5/Dimate Aromatics (VOL %),SAT C5 Aromatics (VOL %),NC4 Aromatics (LV%),Reformate Benzene (VOL %),LHCN/HHC Benzene (VOL %),LCN Benzene (VOL %),CYHEX/SAT C6 Benzene (VOL %),Alkylate Benzene (VOL %),CC5/Dimate Benzene (VOL %),SAT C5 Benzene (VOL %),NC4 Benzene (VOL %),Reformate Olefins (VOL %),LHCN/HHC Olefins (VOL %),LCN Olefins (VOL %),CYHEX/SAT C6 Olefins (VOL %),Alkylate Olefins (VOL %),CC5/Dimate Olefins (LV%),SAT C5 Olefins (LV%),NC4 Olefins (LV%),Reformate RVP (PSI),LHCN/HHC RVP (PSI),LCN RVP (PSI),CYHEX/SAT C6 RVP (PSI),Alkylate RVP (PSI),CC5/Dimate RVP (PSI),SAT C5 RVP (PSI),NC4 RVP (PSI),Reformate cost ($/bbl),LHCN/HHC cost ($/bbl),LCN cost ($/bbl),CYHEX/SAT C6 cost ($/bbl),Alkylate cost ($/bbl),CC5/Dimate cost ($/bbl),SAT C5 cost ($/bbl),NC4 cost ($/bbl)
6/16/2024,107576.4,94496.5,83139.2,35317.2,34680.8,13800,25214.5,236304.6,87.8,84.2,73.8,75,91.05,89.85,88.65,108.35,0.3,2.9,1.4,0.3,2.4,108,0.5,1,60.4,47,12.5,9.1,0.8,0.3,0.2,0,0,0.2,1.6,1.4,0,0.1,0.2,0,0.5,1.5,0.7,0,0,58.5,0.2,0.5,0.54,1.13,5.29,4.89,4.55,16.06,20.69,37.5,155,80,70,80,165,100,60,35
6/17/2024,107300.9,100125.1,91026.9,42589.5,28906.3,15100,27354.3,237167.8,87.8,84.2,73.8,75,91.05,89.85,88.65,108.35,0.3,2.9,1.4,0.3,2.4,108,0.5,1,60.4,47,12.5,9.1,0.8,0.3,0.2,0,0,0.2,1.6,1.4,0,0.1,0.2,0,0.5,1.5,0.7,0,0,58.5,0.2,0.5,0.54,1.13,5.29,4.89,4.55,16.06,20.69,37.5,155,80,70,80,165,100,60,35
6/18/2024,109347.9,102530.6,96619.9,43864.2,34671.3,17700,28202.8,237899.7,87.8,84.2,73.8,75,91.05,89.85,88.65,108.35,0.3,2.9,1.4,0.3,2.4,108,0.5,1,60.4,47,12.5,9.1,0.8,0.3,0.2,0,0,0.2,1.6,1.4,0,0.1,0.2,0,0.5,1.5,0.7,0,0,58.5,0.2,0.5,0.54,1.13,5.29,4.89,4.55,16.06,20.69,37.5,155,80,70,80,165,100,60,35
6/19/2024,104768.6,100161.2,102165.2,42473.7,41517.9,20400,30140.9,237041.1,87.8,84.2,73.8,75,91.05,89.85,88.65,108.35,0.3,2.9,1.4,0.3,2.4,108,0.5,1,60.4,47,12.5,9.1,0.8,0.3,0.2,0,0,0.2,1.6,1.4,0,0.1,0.2,0,0.5,1.5,0.7,0,0,58.5,0.2,0.5,0.54,1.13,5.29,4.89,4.55,16.06,20.69,37.5,155,80,70,80,165,100,60,35
6/20/2024,99880.7,94845.4,105561.8,39116.1,47101,21400,32779.9,237069.7,87.8,84.2,73.8,75,91.05,89.85,88.65,108.35,0.3,2.9,1.4,0.3,2.4,108,0.5,1,60.4,47,12.5,9.1,0.8,0.3,0.2,0,0,0.2,1.6,1.4,0,0.1,0.2,0,0.5,1.5,0.7,0,0,58.5,0.2,0.5,0.54,1.13,5.29,4.89,4.55,16.06,20.69,37.5,155,80,70,80,165,100,60,35
6/21/2024,101115.5,89107.5,99160.4,38985,51682,19200,32920.4,238151.2,87.8,84.2,73.8,75,91.05,89.85,88.65,108.35,0.3,2.9,1.4,0.3,2.4,108,0.5,1,60.4,47,12.5,9.1,0.8,0.3,0.2,0,0,0.2,1.6,1.4,0,0.1,0.2,0,0.5,1.5,0.7,0,0,58.5,0.2,0.5,0.54,1.13,5.29,4.89,4.55,16.06,20.69,37.5,155,80,70,80,165,100,60,35
6/22/2024,98329.2,78546.6,90800.6,33847,54946.4,14700,31749.7,238981.6,88.95,84.1,73.45,75,91,89.75,88.95,108.35,0.3,2.9,1.2,0.3,2.4,108,0.6,1,62.5,46.8,12.1,9,0.8,0.3,0.2,0,0,0.2,1.5,1.4,0,0.1,0.2,0,0.5,1.4,0.7,0,0,55.6,0.2,0.5,0.61,1.11,5.28,4.98,4.57,15.97,20.71,37.5,155,80,70,80,165,100,60,35
6/23/2024,96371.9,74022.7,86345.8,33712,58591,13500,30618.2,240342.5,89.35,83.7,73.3,74.9,90.85,89.7,89.1,108.35,0.3,2.9,1.1,0.3,2.3,108,0.6,1,63.3,45.8,12,8.6,0.8,0.3,0.2,0,0,0.2,1.5,1.3,0,0.1,0.2,0,0.5,1.2,0.7,0,0,54.5,0.2,0.5,0.64,1.05,5.27,5.32,4.65,15.93,20.72,37.5,155,80,70,80,165,100,60,35
6/24/2024,98380,83438.3,93060.6,41375.9,38039.5,14800,31869.9,239325.5,89.35,83.7,73.3,74.9,90.85,89.7,89.1,108.35,0.3,2.9,1.1,0.3,2.3,108,0.6,1,63.3,45.8,12,8.6,0.8,0.3,0.2,0,0,0.2,1.5,1.3,0,0.1,0.2,0,0.5,1.2,0.7,0,0,54.5,0.2,0.5,0.64,1.05,5.27,5.32,4.65,15.93,20.72,37.5,155,80,70,80,165,100,60,35
6/25/2024,97586.9,80205.2,91449.9,44357.3,36590.5,14000,32836.9,240701.1,89.35,83.7,73.3,74.9,90.85,89.7,89.1,108.35,0.3,2.9,1.1,0.3,2.3,108,0.6,1,63.3,45.8,12,8.6,0.8,0.3,0.2,0,0,0.2,1.5,1.3,0,0.1,0.2,0,0.5,1.2,0.7,0,0,54.5,0.2,0.5,0.64,1.05,5.27,5.32,4.65,15.93,20.72,37.5,155,80,70,80,165,100,60,35
6/26/2024,96055,76608.9,91369.8,45354.2,40283.2,13400,33718,240389,89.35,83.7,73.3,74.9,90.85,89.7,89.1,108.35,0.3,2.9,1.1,0.3,2.3,108,0.6,1,63.3,45.8,12,8.6,0.8,0.3,0.2,0,0,0.2,1.5,1.3,0,0.1,0.2,0,0.5,1.2,0.7,0,0,54.5,0.2,0.5,0.64,1.05,5.27,5.32,4.65,15.93,20.72,37.5,155,80,70,80,165,100,60,35
6/27/2024,90446.3,78713,93754.6,44335.3,35355.6,12700,36028.3,236848.1,89.35,83.7,73.3,74.9,90.85,89.7,89.1,108.35,0.3,2.9,1.1,0.3,2.3,108,0.6,1,63.3,45.8,12,8.6,0.8,0.3,0.2,0,0,0.2,1.5,1.3,0,0.1,0.2,0,0.5,1.2,0.7,0,0,54.5,0.2,0.5,0.64,1.05,5.27,5.32,4.65,15.93,20.72,37.5,155,80,70,80,165,100,60,35
6/28/2024,84393.1,82998.3,98656.7,51999.6,33880.5,18500,40663.8,234110.5,89.35,83.7,73.3,74.9,90.85,89.7,89.1,108.35,0.3,2.9,1.1,0.3,2.3,108,0.6,1,63.3,45.8,12,8.6,0.8,0.3,0.2,0,0,0.2,1.5,1.3,0,0.1,0.2,0,0.5,1.2,0.7,0,0,54.5,0.2,0.5,0.64,1.05,5.27,5.32,4.65,15.93,20.72,37.5,155,80,70,80,165,100,60,35
6/29/2024,82267.9,78278.9,98402.1,50622.3,34248.7,19600,42554.9,233667.6,89.5,83.7,73.25,74.9,90.9,89.7,89.2,108.35,0.3,2.8,1.1,0.3,2.3,108,0.6,1,63.3,45.9,12,8.6,0.8,120214.5,0.2,0,0,0.2,1.5,1.4,0,0.1,0.2,0,0.5,1.2,0.7,0,0,54.5,0.2,0.5,0.64,1.05,5.27,5.32,4.65,15.93,20.72,37.5,155,80,70,80,165,100,60,35
6/30/2024,87323.5,84235,105398.9,57023.4,38756.7,22400,45077.5,234014.3,89.55,83.7,73.25,74.9,90.95,89.7,89.25,108.35,0.3,2.7,1.1,0.3,2.3,108,0.6,1,63.3,46.4,12,8.6,0.8,174680.8,0.2,0,0,0.2,1.5,1.5,0,0.1,0.2,0,0.5,1.2,0.7,0,0,54.5,0.2,0.5,0.64,1.05,5.27,5.32,4.65,15.93,20.72,37.5,155,80,70,80,165,100,60,35
7/1/2024,88195,82347.1,106104.3,56442.5,41540.8,22200,45963.5,234299.2,89.55,83.7,73.25,74.9,90.95,89.7,89.25,108.35,0.3,2.7,1.1,0.3,2.3,108,0.6,1,63.3,46.4,12,8.6,0.8,174680.8,0.2,0,0,0.2,1.5,1.5,0,0.1,0.2,0,0.5,1.2,0.7,0,0,54.5,0.2,0.5,0.64,1.05,5.27,5.32,4.65,15.93,20.72,37.5,155,80,70,80,165,100,60,35
7/2/2024,88699.6,77999.5,104395.6,54992.1,43155.7,21400,47393.9,234906.9,89.55,83.7,73.25,74.9,90.95,89.7,89.25,108.35,0.3,2.7,1.1,0.3,2.3,108,0.6,1,63.3,46.4,12,8.6,0.8,174680.8,0.2,0,0,0.2,1.5,1.5,0,0.1,0.2,0,0.5,1.2,0.7,0,0,54.5,0.2,0.5,0.64,1.05,5.27,5.32,4.65,15.93,20.72,37.5,155,80,70,80,165,100,60,35
7/3/2024,89814.8,70876.3,102162.9,53492,43003.3,19000,48873,235624,89.55,83.7,73.25,74.9,90.95,89.7,89.25,108.35,0.3,2.7,1.1,0.3,2.3,108,0.6,1,63.3,46.4,12,8.6,0.8,174680.8,0.2,0,0,0.2,1.5,1.5,0,0.1,0.2,0,0.5,1.2,0.7,0,0,54.5,0.2,0.5,0.64,1.05,5.27,5.32,4.65,15.93,20.72,37.5,155,80,70,80,165,100,60,35
7/4/2024,89572.1,69332.8,102207.7,53605.7,41271.8,16000,49944.7,235984.4,89.55,83.7,73.25,74.9,90.95,89.7,89.25,108.35,0.3,2.7,1.1,0.3,2.3,108,0.6,1,63.3,46.4,12,8.6,0.8,174680.8,0.2,0,0,0.2,1.5,1.5,0,0.1,0.2,0,0.5,1.2,0.7,0,0,54.5,0.2,0.5,0.64,1.05,5.27,5.32,4.65,15.93,20.72,37.5,155,80,70,80,165,100,60,35
7/5/2024,78531.4,76507.1,107645.2,56790.2,22781.9,14000,50253.3,237242.6,89.55,83.7,73.25,74.9,90.95,89.7,89.25,108.35,0.3,2.7,1.1,0.3,2.3,108,0.6,1,63.3,46.4,12,8.6,0.8,174680.8,0.2,0,0,0.2,1.5,1.5,0,0.1,0.2,0,0.5,1.2,0.7,0,0,54.5,0.2,0.5,0.64,1.05,5.27,5.32,4.65,15.93,20.72,37.5,155,80,70,80,165,100,60,35
7/6/2024,72607.9,67361.1,103551.7,52684.9,26464.9,15500,52150.1,236619.4,89.65,83.55,73.2,74.8,90.95,89.6,89.15,108.35,0.3,2.5,1,0.3,2.4,108,0.4,1,64.2,46.2,12.4,8.8,0.8,59257,0.2,0,0,0.2,1.5,1.5,0,0.2,0.2,0,0.5,1.2,0.7,0,0,52.9,0.4,0.5,0.6,1.06,5.41,5.24,4.65,15.62,21.13,37.5,155,80,70,80,165,100,60,35
7/7/2024,67557.1,63566,102907.7,48352.3,24927.6,14200,53106.3,238674.4,89.75,82.95,73.15,74.35,90.85,89.5,89.1,108.35,0.3,1.9,0.9,0.3,2.6,108,0.3,1,64.6,45.4,12.6,9.4,0.7,0.3,0.2,0,0,0.2,1.5,1.4,0,0.2,0.1,0,0.5,1.2,0.7,0,0,52.1,0.4,0.5,0.58,1.09,5.48,4.94,4.65,15.46,21.32,37.5,155,80,70,80,165,100,60,35
7/8/2024,65085.3,59850.9,105109.9,44957,24749.4,13200,53119.4,241818.2,89.75,82.95,73.15,74.35,90.85,89.5,89.1,108.35,0.3,1.9,0.9,0.3,2.6,108,0.3,1,64.6,45.4,12.6,9.4,0.7,0.3,0.2,0,0,0.2,1.5,1.4,0,0.2,0.1,0,0.5,1.2,0.7,0,0,52.1,0.4,0.5,0.58,1.09,5.48,4.94,4.65,15.46,21.32,37.5,155,80,70,80,165,100,60,35
7/9/2024,66232.9,58026.6,106387,45333.7,27704.3,13800,53913.2,243826.2,89.75,82.95,73.15,74.35,90.85,89.5,89.1,108.35,0.3,1.9,0.9,0.3,2.6,108,0.3,1,64.6,45.4,12.6,9.4,0.7,0.3,0.2,0,0,0.2,1.5,1.4,0,0.2,0.1,0,0.5,1.2,0.7,0,0,52.1,0.4,0.5,0.58,1.09,5.48,4.94,4.65,15.46,21.32,37.5,155,80,70,80,165,100,60,35
7/10/2024,62629.6,53056.1,101111.5,40332.2,26556.3,12200,53745.7,243889.9,89.75,82.95,73.15,74.35,90.85,89.5,89.1,108.35,0.3,1.9,0.9,0.3,2.6,108,0.3,1,64.6,45.4,12.6,9.4,0.7,0.3,0.2,0,0,0.2,1.5,1.4,0,0.2,0.1,0,0.5,1.2,0.7,0,0,52.1,0.4,0.5,0.58,1.09,5.48,4.94,4.65,15.46,21.32,37.5,155,80,70,80,165,100,60,35
7/11/2024,63081,52837.6,102461.3,42568,30064.7,13100,54800.6,241808.5,89.75,82.95,73.15,74.35,90.85,89.5,89.1,108.35,0.3,1.9,0.9,0.3,2.6,108,0.3,1,64.6,45.4,12.6,9.4,0.7,0.3,0.2,0,0,0.2,1.5,1.4,0,0.2,0.1,0,0.5,1.2,0.7,0,0,52.1,0.4,0.5,0.58,1.09,5.48,4.94,4.65,15.46,21.32,37.5,155,80,70,80,165,100,60,35
7/12/2024,66522.7,59413.5,109300,49562,37348.2,16000,56727.3,242712.8,89.75,82.95,73.15,74.35,90.85,89.5,89.1,108.35,0.3,1.9,0.9,0.3,2.6,108,0.3,1,64.6,45.4,12.6,9.4,0.7,0.3,0.2,0,0,0.2,1.5,1.4,0,0.2,0.1,0,0.5,1.2,0.7,0,0,52.1,0.4,0.5,0.58,1.09,5.48,4.94,4.65,15.46,21.32,37.5,155,80,70,80,165,100,60,35
7/13/2024,63372.4,51165.2,104178.6,46902.6,37050,13300,56461.8,238492.8,89.9,83.1,73.2,74.35,90.9,89.75,88.95,108.35,0.3,1.8,0.9,0.3,2.6,108,0.4,1,65.3,46,12.8,9.5,0.7,0.3,0.1,0,0,0.2,1.5,1.4,0,0.1,0.1,0,0.5,1.1,0.7,0,0,53.8,0.3,0.5,0.56,1.09,5.51,4.93,4.65,15.69,21.02,37.5,155,80,70,80,165,100,60,35
7/14/2024,62652,49837.3,105350.3,51605.3,43861.8,15300,58799.6,237808.1,90.05,83.55,73.2,74.3,91.1,89.9,88.9,108.35,0.3,1.2,0.9,0.3,2.5,108,0.4,1,65.7,48.5,12.9,9.7,0.7,0.2,0.1,0,0,0.2,1.5,1.4,0,0.1,0.1,0,0.5,0.8,0.7,0,0,54.9,0.3,0.5,0.55,1.09,5.52,4.91,4.65,15.84,20.9,37.5,155,80,70,80,165,100,60,35
7/15/2024,60183.7,51578.5,106654.4,59735.8,54338.7,20300,62496.7,235745.1,90.05,83.55,73.2,74.3,91.1,89.9,88.9,108.35,0.3,1.2,0.9,0.3,2.5,108,0.4,1,65.7,48.5,12.9,9.7,0.7,0.2,0.1,0,0,0.2,1.5,1.4,0,0.1,0.1,0,0.5,0.8,0.7,0,0,54.9,0.3,0.5,0.55,1.09,5.52,4.91,4.65,15.84,20.9,37.5,155,80,70,80,165,100,60,35
7/16/2024,61590.9,50550.6,104974,60166.6,56401.2,20300,63928.7,235695.2,90.05,83.55,73.2,74.3,91.1,89.9,88.9,108.35,0.3,1.2,0.9,0.3,2.5,108,0.4,1,65.7,48.5,12.9,9.7,0.7,0.2,0.1,0,0,0.2,1.5,1.4,0,0.1,0.1,0,0.5,0.8,0.7,0,0,54.9,0.3,0.5,0.55,1.09,5.52,4.91,4.65,15.84,20.9,37.5,155,80,70,80,165,100,60,35
7/17/2024,61039.5,50821.3,105264.6,57796,48962.3,19000,64127.5,235535.1,90.05,83.55,73.2,74.3,91.1,89.9,88.9,108.35,0.3,1.2,0.9,0.3,2.5,108,0.4,1,65.7,48.5,12.9,9.7,0.7,0.2,0.1,0,0,0.2,1.5,1.4,0,0.1,0.1,0,0.5,0.8,0.7,0,0,54.9,0.3,0.5,0.55,1.09,5.52,4.91,4.65,15.84,20.9,37.5,155,80,70,80,165,100,60,35
7/18/2024,60861.7,48520.7,103287.5,54149.1,35537.7,16700,65138.3,236123.1,90.05,83.55,73.2,74.3,91.1,89.9,88.9,108.35,0.3,1.2,0.9,0.3,2.5,108,0.4,1,65.7,48.5,12.9,9.7,0.7,0.2,0.1,0,0,0.2,1.5,1.4,0,0.1,0.1,0,0.5,0.8,0.7,0,0,54.9,0.3,0.5,0.55,1.09,5.52,4.91,4.65,15.84,20.9,37.5,155,80,70,80,165,100,60,35
7/19/2024,64729.8,43599.1,99411.8,48455.9,34634.2,15400,66248.1,236593.4,90.05,83.55,73.2,74.3,91.1,89.9,88.9,108.35,0.3,1.2,0.9,0.3,2.5,108,0.4,1,65.7,48.5,12.9,9.7,0.7,0.2,0.1,0,0,0.2,1.5,1.4,0,0.1,0.1,0,0.5,0.8,0.7,0,0,54.9,0.3,0.5,0.55,1.09,5.52,4.91,4.65,15.84,20.9,37.5,155,80,70,80,165,100,60,35
7/20/2024,70097.3,38932.5,93386.1,43656.1,34605,14400,67111.3,237452.4,90.5,84,73.65,74.35,91.15,90.1,88.75,108.35,0.3,1.2,0.7,0.3,2.4,108,0.5,1,66.1,49,13,9.5,0.7,0.3,0.1,0,0,0.2,1.6,1.4,0,0.1,0.1,0,0.5,0.8,0.7,0,0,55.9,0.4,0.5,0.62,1.09,5.73,4.89,4.65,15.53,20.44,37.5,155,80,70,80,165,100,60,35
7/21/2024,70820.4,29828.5,88220.4,39751.2,35692.9,15400,67849.3,237587,90.6,85.45,73.8,74.45,91.4,90.15,88.65,108.35,0.3,1.5,0.6,0.3,2.3,108,0.5,1,66.3,50.7,13.1,9,0.7,0.3,0.1,0,0,0.3,1.6,1.4,0,0.1,0.1,0,0.5,0.8,0.7,0,0,56.3,0.5,0.5,0.64,1.1,5.8,4.84,4.65,15.43,20.23,37.5,155,80,70,80,165,100,60,35
7/22/2024,74684.4,23293.6,88032.4,44897.7,45018.1,21600,71773.1,236513.6,90.6,85.45,73.8,74.45,91.4,90.15,88.65,108.35,0.3,1.5,0.6,0.3,2.3,108,0.5,1,66.3,50.7,13.1,9,0.7,0.3,0.1,0,0,0.3,1.6,1.4,0,0.1,0.1,0,0.5,0.8,0.7,0,0,56.3,0.5,0.5,0.64,1.1,5.8,4.84,4.65,15.43,20.23,37.5,155,80,70,80,165,100,60,35
7/23/2024,76045,22356.7,81807.1,40914.6,46126,21300,72964.3,239056.9,90.6,85.45,73.8,74.45,91.4,90.15,88.65,108.35,0.3,1.5,0.6,0.3,2.3,108,0.5,1,66.3,50.7,13.1,9,0.7,0.3,0.1,0,0,0.3,1.6,1.4,0,0.1,0.1,0,0.5,0.8,0.7,0,0,56.3,0.5,0.5,0.64,1.1,5.8,4.84,4.65,15.43,20.23,37.5,155,80,70,80,165,100,60,35
7/24/2024,69053,22480,72203.3,33038.3,36065,19300,73385.4,239108.5,90.6,85.45,73.8,74.45,91.4,90.15,88.65,108.35,0.3,1.5,0.6,0.3,2.3,108,0.5,1,66.3,50.7,13.1,9,0.7,0.3,0.1,0,0,0.3,1.6,1.4,0,0.1,0.1,0,0.5,0.8,0.7,0,0,56.3,0.5,0.5,0.64,1.1,5.8,4.84,4.65,15.43,20.23,37.5,155,80,70,80,165,100,60,35
7/25/2024,62458.1,30800.3,72425.8,33805.7,23763.7,20000,73869.1,236691.9,90.6,85.45,73.8,74.45,91.4,90.15,88.65,108.35,0.3,1.5,0.6,0.3,2.3,108,0.5,1,66.3,50.7,13.1,9,0.7,0.3,0.1,0,0,0.3,1.6,1.4,0,0.1,0.1,0,0.5,0.8,0.7,0,0,56.3,0.5,0.5,0.64,1.1,5.8,4.84,4.65,15.43,20.23,37.5,155,80,70,80,165,100,60,35
7/26/2024,64455.1,30268.8,72674,32704.5,28151.2,22200,74971.7,238462.2,90.6,85.45,73.8,74.45,91.4,90.15,88.65,108.35,0.3,1.5,0.6,0.3,2.3,108,0.5,1,66.3,50.7,13.1,9,0.7,0.3,0.1,0,0,0.3,1.6,1.4,0,0.1,0.1,0,0.5,0.8,0.7,0,0,56.3,0.5,0.5,0.64,1.1,5.8,4.84,4.65,15.43,20.23,37.5,155,80,70,80,165,100,60,35
7/27/2024,64868.5,20738,65038.5,25598.9,32899.7,22300,75119.1,239392.4,91.95,85.7,74.45,74.45,91.5,90.05,88.5,108.35,0.3,1.4,0.5,0.3,2.2,108,0.5,1,68.6,51.3,14.2,9.3,0.7,0.3,0.1,0,0,0.3,1.8,1.4,0,0.2,0.1,0,0.5,0.8,0.7,0,0,53.8,0.4,0.5,0.58,1.11,5.86,4.83,4.65,15.48,20.34,37.5,155,80,70,80,165,100,60,35
7/28/2024,67128.6,21058.1,65981.9,26280.3,40293.9,27500,74052.3,239698.4,92.35,87.15,74.7,74.5,91.95,90,88.45,108.35,0.3,1.2,0.4,0.3,2,108,0.5,1,69.3,54.3,14.5,10.9,0.6,0.3,0.1,0,0,0.3,1.8,1.4,0,0.2,0.1,0,0.5,0.6,0.7,0,0,53,0.4,0.5,0.57,1.14,5.87,4.77,4.65,15.5,20.39,37.5,155,80,70,80,165,100,60,35
7/29/2024,63362.8,17969.9,59904.1,22783.1,43006.5,28600,72598.4,240153.9,92.35,87.15,74.7,74.5,91.95,90,88.45,108.35,0.3,1.2,0.4,0.3,2,108,0.5,1,69.3,54.3,14.5,10.9,0.6,0.3,0.1,0,0,0.3,1.8,1.4,0,0.2,0.1,0,0.5,0.6,0.7,0,0,53,0.4,0.5,0.57,1.14,5.87,4.77,4.65,15.5,20.39,37.5,155,80,70,80,165,100,60,35
7/30/2024,65746,22979.7,68775.7,29877,54126.4,34400,73130.4,241114.1,92.35,87.15,74.7,74.5,91.95,90,88.45,108.35,0.3,1.2,0.4,0.3,2,108,0.5,1,69.3,54.3,14.5,10.9,0.6,0.3,0.1,0,0,0.3,1.8,1.4,0,0.2,0.1,0,0.5,0.6,0.7,0,0,53,0.4,0.5,0.57,1.14,5.87,4.77,4.65,15.5,20.39,37.5,155,80,70,80,165,100,60,35
7/31/2024,62694.8,25403.1,68365.8,25629.1,50780.5,31900,74374.9,237289,92.35,87.15,74.7,74.5,91.95,90,88.45,108.35,0.3,1.2,0.4,0.3,2,108,0.5,1,69.3,54.3,14.5,10.9,0.6,0.3,0.1,0,0,0.3,1.8,1.4,0,0.2,0.1,0,0.5,0.6,0.7,0,0,53,0.4,0.5,0.57,1.14,5.87,4.77,4.65,15.5,20.39,37.5,155,80,70,80,165,100,60,35
8/1/2024,60404.6,30653,68004.2,23173.9,46335.2,30700,76108.5,237494.8,92.35,87.15,74.7,74.5,91.95,90,88.45,108.35,0.3,1.2,0.4,0.3,2,108,0.5,1,69.3,54.3,14.5,10.9,0.6,0.3,0.1,0,0,0.3,1.8,1.4,0,0.2,0.1,0,0.5,0.6,0.7,0,0,53,0.4,0.5,0.57,1.14,5.87,4.77,4.65,15.5,20.39,37.5,155,80,70,80,165,100,60,35
8/2/2024,55037.7,31169.1,59827.9,15595,47165.3,27400,77675.8,238206.8,92.35,87.15,74.7,74.5,91.95,90,88.45,108.35,0.3,1.2,0.4,0.3,2,108,0.5,1,69.3,54.3,14.5,10.9,0.6,0.3,0.1,0,0,0.3,1.8,1.4,0,0.2,0.1,0,0.5,0.6,0.7,0,0,53,0.4,0.5,0.57,1.14,5.87,4.77,4.65,15.5,20.39,37.5,155,80,70,80,165,100,60,35
8/3/2024,39142.9,37373.1,59466.1,19114.4,57682.3,29500,74377,238106.8,92.35,86.75,74.7,74.45,91.85,89.95,88.45,108.35,0.3,1.6,0.7,0.3,2.2,108,0.5,1,69.3,53.4,14.4,10.6,0.7,0.3,0.1,0,0,0.3,1.7,1.3,0,0.1,0.1,0,0.5,0.6,0.7,0,0,54.5,0.4,0.5,0.57,1.13,5.77,4.85,4.65,15.43,20.39,37.5,155,80,70,80,165,100,60,35
8/4/2024,24340.8,34098.5,49736.6,17550,56570.5,27400,73188.4,238286.1,92.35,85.55,74.7,74.3,91.65,89.9,88.45,108.35,0.3,2.6,0.9,0.3,2.6,108,0.5,1,69.3,50.5,14.4,9.6,0.8,0.3,0.1,0,0,0.2,1.7,1.3,0,0.1,0.1,0,0.5,0.6,0.7,0,0,55.3,0.4,0.5,0.57,1.09,5.71,5.09,4.65,15.4,20.39,37.5,155,80,70,80,165,100,60,35
8/5/2024,21005.4,38731.9,54292.7,24047.4,35846.4,24300,74358.8,238399.9,92.35,85.55,74.7,74.3,91.65,89.9,88.45,108.35,0.3,2.6,0.9,0.3,2.6,108,0.5,1,69.3,50.5,14.4,9.6,0.8,0.3,0.1,0,0,0.2,1.7,1.3,0,0.1,0.1,0,0.5,0.6,0.7,0,0,55.3,0.4,0.5,0.57,1.09,5.71,5.09,4.65,15.4,20.39,37.5,155,80,70,80,165,100,60,35
8/6/2024,20964.5,36992.4,53023.9,23221.8,33606.7,24400,75090,238421.7,92.35,85.55,74.7,74.3,91.65,89.9,88.45,108.35,0.3,2.6,0.9,0.3,2.6,108,0.5,1,69.3,50.5,14.4,9.6,0.8,0.3,0.1,0,0,0.2,1.7,1.3,0,0.1,0.1,0,0.5,0.6,0.7,0,0,55.3,0.4,0.5,0.57,1.09,5.71,5.09,4.65,15.4,20.39,37.5,155,80,70,80,165,100,60,35
8/7/2024,20927.7,42788.9,59779.2,30015.1,41861,26700,78231.7,238964.1,92.35,85.55,74.7,74.3,91.65,89.9,88.45,108.35,0.3,2.6,0.9,0.3,2.6,108,0.5,1,69.3,50.5,14.4,9.6,0.8,0.3,0.1,0,0,0.2,1.7,1.3,0,0.1,0.1,0,0.5,0.6,0.7,0,0,55.3,0.4,0.5,0.57,1.09,5.71,5.09,4.65,15.4,20.39,37.5,155,80,70,80,165,100,60,35
8/8/2024,20858.9,36667.8,54302.9,23902.6,42150.9,21300,79041.5,239589.1,92.35,85.55,74.7,74.3,91.65,89.9,88.45,108.35,0.3,2.6,0.9,0.3,2.6,108,0.5,1,69.3,50.5,14.4,9.6,0.8,0.3,0.1,0,0,0.2,1.7,1.3,0,0.1,0.1,0,0.5,0.6,0.7,0,0,55.3,0.4,0.5,0.57,1.09,5.71,5.09,4.65,15.4,20.39,37.5,155,80,70,80,165,100,60,35
8/9/2024,20809.9,33218.5,52566.5,18304.9,35962.9,16600,78106,240444.3,92.35,85.55,74.7,74.3,91.65,89.9,88.45,108.35,0.3,2.6,0.9,0.3,2.6,108,0.5,1,69.3,50.5,14.4,9.6,0.8,0.3,0.1,0,0,0.2,1.7,1.3,0,0.1,0.1,0,0.5,0.6,0.7,0,0,55.3,0.4,0.5,0.57,1.09,5.71,5.09,4.65,15.4,20.39,37.5,155,80,70,80,165,100,60,35
